facility_id,facility_name,sido,sigungu,address,lon,lat,facility_type,area
1763,독산3동주민센터,서울특별시,금천구,서울특별시 금천구 독산동 973-17,126.903178,37.475145,임시주거시설,206
1764,정심초등학교,서울특별시,금천구,서울특별시 금천구 독산동 182-44,126.90846,37.471646,임시주거시설,500
1765,독산4동주민센터,서울특별시,금천구,서울특별시 금천구 독산동 1022,126.902134,37.467578,임시주거시설,155
1766,문백초등학교,서울특별시,금천구,서울특별시 금천구 시흥동 564-5,126.899272,37.44709,임시주거시설,900
1767,금천노인종합복지관,서울특별시,금천구,서울특별시 금천구 시흥동 558-1,126.897819,37.450166,임시주거시설,268
1768,시흥1동주민센터,서울특별시,금천구,서울특별시 금천구 시흥동 886-6,126.903269,37.453569,임시주거시설,314
1769,탑동초등학교,서울특별시,금천구,서울특별시 금천구 시흥동 230,126.914528,37.452725,임시주거시설,900
1770,청담종합사회복지관,서울특별시,금천구,서울특별시 금천구 시흥동 241-7,126.913746,37.45129,임시주거시설,198
1771,금천종합복지타운(시흥2동주민센터),서울특별시,금천구,서울특별시 금천구 시흥동 267-9,126.914474,37.449673,임시주거시설,473
1772,금천문화원,서울특별시,금천구,서울특별시 금천구 시흥동 937-2,126.904543,37.447408,임시주거시설,198
1781,문래초등학교,서울특별시,영등포구,서울특별시 영등포구 문래동3가 77-7,126.893203,37.518218,임시주거시설,225
